botid; date; time; press; nit; chl; l12; d12
#; mmddyy; hhmmss; dbar; umol/kg; ug/l; mg C/m3; mg C/m3
1190200907;101800;154424;125.4;-9;0.09;-9;-9
1190200906;101800;154414;125.4;-9;0.08;-9;-9
1190200905;101800;154404;125.3;-9;0.09;0.27;-9
1190200904;101800;154249;147.9;-9;0.04;-9;-9
1190200903;101800;154129;176.2;-9;0.02;-9;-9
1190201515;101900;95025;4.6;-9;0.08;-9;-9
1190201513;101900;94850;24.2;-9;0.08;-9;-9
1190201512;101900;94729;44.8;-9;0.09;-9;-9
1190201511;101900;94554;75;-9;0.11;-9;-9
1190201509;101900;94409;100.6;-9;0.21;-9;-9
1190201507;101900;94207;124.7;-9;0.16;-9;-9
1190201505;101900;94023;150.4;-9;0.07;-9;-9
1190201503;101900;93828;175.5;-9;0.03;-9;-9
1200200224;112900;182444;5.1;0;-9;-9;-9
1200200324;112900;215607;4.9;0.01;-9;-9;-9
1200200323;112900;215447;50.4;0.01;-9;-9;-9
1200200322;112900;215317;99.3;0.04;-9;-9;-9
1200200321;112900;215218;124.5;0.14;-9;-9;-9
1200200320;112900;215038;192.5;1.86;-9;-9;-9
1200200319;112900;214848;262.9;4.14;-9;-9;-9
1200200622;113000;65955;4.6;0.01;-9;-9;-9
1200200620;113000;65832;14.8;0.01;-9;-9;-9
1200200619;113000;65718;25.2;0.01;-9;-9;-9
1200200617;113000;65551;35;0.01;-9;-9;-9
1200200616;113000;65443;44.8;0;-9;-9;-9
1200200615;113000;65329;60.1;0;-9;-9;-9
1200200614;113000;65213;74.5;0;-9;-9;-9
1200200612;113000;64949;99.6;0.01;-9;-9;-9
1200200610;113000;64717;125.1;0.04;-9;-9;-9
1200200609;113000;64555;150.1;0.19;-9;-9;-9
1200200607;113000;64330;174.6;0.76;-9;-9;-9
1200200606;113000;64202;201;2.07;-9;-9;-9
1200200605;113000;64033;225.2;3.1;-9;-9;-9
1200200822;113000;125224;4.8;-9;0.08;-9;-9
1200200821;113000;125214;4.7;-9;0.09;-9;-9
1200200820;113000;125205;4.7;-9;0.09;7.557;-9
1200200819;113000;125042;25.2;-9;0.08;-9;-9
1200200818;113000;125028;25.1;-9;0.09;-9;-9
1200200817;113000;125014;25.1;-9;0.09;6.713;-9
1200200816;113000;124851;45;-9;0.12;-9;-9
1200200815;113000;124834;45;-9;0.11;-9;-9
1200200814;113000;124820;44.9;-9;0.11;5.033;-9
1200200813;113000;124657;74.3;-9;0.3;-9;-9
1200200812;113000;124641;74.2;-9;0.3;-9;-9
1200200811;113000;124625;74.4;-9;0.27;4.265;-9
1200200810;113000;124501;98.8;-9;0.21;-9;-9
1200200809;113000;124447;99.2;-9;0.2;-9;-9
1200200808;113000;124430;99.1;-9;0.2;0.923;-9
1200200807;113000;124259;123.7;-9;0.12;-9;-9
1200200806;113000;124245;123.8;-9;0.13;-9;-9
1200200805;113000;124232;123.9;-9;0.11;0.23;-9
1200200804;113000;124110;149;-9;0.06;-9;-9
1200200803;113000;123940;171.8;-9;0.03;-9;-9
1200201620;120100;111106;4.4;-9;0.08;-9;-9
1200201618;120100;110931;23.9;-9;0.08;-9;-9
1200201616;120100;110800;44.1;-9;0.12;-9;-9
1200201615;120100;110645;59.1;-9;0.16;-9;-9
1200201613;120100;110511;73.7;-9;0.25;-9;-9
1200201611;120100;110351;84.6;-9;0.27;-9;-9
1200201609;120100;110226;99.9;-9;0.17;-9;-9
1200201606;120100;105950;124.4;-9;0.13;-9;-9
1200201605;120100;105845;134.6;-9;0.12;-9;-9
1200201603;120100;105712;148.7;-9;0.06;-9;-9
1200201601;120100;105526;174.5;-9;0.04;-9;-9
1210200224;121900;161747;4.7;0;-9;-9;-9
1210200324;121900;190856;3.9;0;-9;-9;-9
1210200323;121900;190725;49.6;-0.01;-9;-9;-9
1210200322;121900;190540;104.1;-0.01;-9;-9;-9
1210200321;121900;190425;126.7;0.04;-9;-9;-9
1210200320;121900;190235;179.9;1.06;-9;-9;-9
1210200319;121900;190101;224.4;3.31;-9;-9;-9
1210200318;121900;185915;263.4;5.56;-9;-9;-9
1210200317;121900;185800;293.6;9.44;-9;-9;-9
1210200723;122000;64927;4.5;-9;0.08;-9;-9
1210200721;122000;64758;24.5;-9;0.08;-9;-9
1210200719;122000;64636;44.6;-9;0.09;-9;-9
1210200718;122000;64527;59.7;-9;0.13;-9;-9
1210200717;122000;64412;74.8;-9;0.15;-9;-9
1210200716;122000;64311;83.6;-9;0.19;-9;-9
1210200715;122000;64200;99.8;-9;0.27;-9;-9
1210200714;122000;64056;114.8;-9;0.25;-9;-9
1210200711;122000;63844;124.7;-9;0.17;-9;-9
1210200710;122000;63746;135.1;-9;0.13;-9;-9
1210200707;122000;63620;149;-9;0.06;-9;-9
1210200704;122000;63436;174.8;-9;0.02;-9;-9
1210200818;122000;95546;4.6;0;-9;-9;-9
1210200817;122000;95443;15.1;0.01;-9;-9;-9
1210200815;122000;95324;23.9;0;-9;-9;-9
1210200814;122000;95219;34.5;0.01;-9;-9;-9
1210200813;122000;95118;45.3;0;-9;-9;-9
1210200812;122000;95013;58.9;0.01;-9;-9;-9
1210200811;122000;94904;72.8;0.01;-9;-9;-9
1210200809;122000;94637;99.3;0;-9;-9;-9
1210200807;122000;94412;122.2;0;-9;-9;-9
1210200806;122000;94226;150.4;0.27;-9;-9;-9
1210200804;122000;94022;172.3;0.8;-9;-9;-9
1210200803;122000;93908;199.6;1.69;-9;-9;-9
1210200920;122000;130435;5;-9;0.08;4.15;-9
1210200919;122000;130325;24.4;-9;0.07;-9;-9
1210200917;122000;130305;24.3;-9;0.08;3.473;-9
1210200916;122000;130155;42.9;-9;0.08;-9;-9
1210200915;122000;130145;43.2;-9;0.08;-9;-9
1210200914;122000;130135;43.1;-9;0.08;2.303;-9
1210200913;122000;130015;73.4;-9;0.12;-9;-9
1210200912;122000;130005;73.6;-9;0.12;-9;-9
1210200911;122000;125955;73.7;-9;0.14;1.38;-9
1210200910;122000;125840;101.4;-9;0.22;-9;-9
1210200909;122000;125830;101;-9;0.21;-9;-9
1210200908;122000;125820;100.4;-9;0.21;0.82;-9
1210200907;122000;125655;121;-9;0.2;-9;-9
1210200906;122000;125645;121.1;-9;0.19;-9;-9
1210200905;122000;125635;122.2;-9;0.19;0.347;-9
1210200904;122000;125405;150.4;-9;0.08;-9;-9
1210200903;122000;125250;174.5;-9;0.04;-9;-9
1220200124;11601;162944;4.1;0;-9;-9;-9
1220200224;11601;190556;3.4;0.01;-9;-9;-9
1220200223;11601;190407;48.3;0.01;-9;-9;-9
1220200222;11601;190217;99;0.01;-9;-9;-9
1220200221;11601;190047;148.9;0.48;-9;-9;-9
1220200220;11601;185906;208.3;1.59;-9;-9;-9
1220200219;11601;185741;244.1;3.19;-9;-9;-9
1220200218;11601;185617;278.1;4.3;-9;-9;-9
1220200618;11701;64943;4.2;0;-9;-9;-9
1220200617;11701;64842;13.6;0;-9;-9;-9
1220200615;11701;64734;23.3;0.01;-9;-9;-9
1220200614;11701;64641;33.7;0;-9;-9;-9
1220200613;11701;64552;43.2;0.01;-9;-9;-9
1220200612;11701;64456;58.1;0.01;-9;-9;-9
1220200611;11701;64400;74.1;0;-9;-9;-9
1220200609;11701;64212;98.4;0;-9;-9;-9
1220200607;11701;64020;124.1;0.02;-9;-9;-9
1220200606;11701;63909;148.5;0.08;-9;-9;-9
1220200604;11701;63714;172.8;0.25;-9;-9;-9
1220200603;11701;63600;198.9;1.12;-9;-9;-9
1220200822;11701;125521;3.7;-9;0.08;-9;-9
1220200821;11701;125508;3.8;-9;0.07;-9;-9
1220200820;11701;125456;3.7;-9;0.07;5.983;-9
1220200819;11701;125344;23.5;-9;0.09;-9;-9
1220200818;11701;125331;23.5;-9;0.08;-9;-9
1220200817;11701;125318;23.4;-9;0.09;6.407;-9
1220200816;11701;125208;44;-9;0.09;-9;-9
1220200815;11701;125156;44;-9;0.09;-9;-9
1220200814;11701;125143;44;-9;0.09;4.427;-9
1220200813;11701;125019;73.3;-9;0.2;-9;-9
1220200812;11701;125004;73.3;-9;0.19;-9;-9
1220200811;11701;124951;73.5;-9;0.2;4.57;-9
1220200809;11701;124822;99.7;-9;0.22;-9;-9
1220200808;11701;124808;99.5;-9;0.2;1.813;-9
1220200807;11701;124653;123.9;-9;0.08;-9;-9
1220200806;11701;124639;123.6;-9;0.09;-9;-9
1220200805;11701;124626;123.4;-9;0.08;0.37;-9
1220200804;11701;124512;148;-9;0.05;-9;-9
1220200803;11701;124350;174.8;-9;0.03;-9;-9
1220201423;11801;74405;4.4;-9;0.08;-9;-9
1220201421;11801;74228;23.3;-9;0.08;-9;-9
1220201419;11801;74055;42.8;-9;0.1;-9;-9
1220201418;11801;73941;58.5;-9;0.1;-9;-9
1220201417;11801;73823;75.3;-9;0.14;-9;-9
1220201416;11801;73722;84;-9;0.21;-9;-9
1220201415;11801;73611;99.2;-9;0.23;-9;-9
1220201414;11801;73453;113.9;-9;0.18;-9;-9
1220201412;11801;73334;123.5;-9;0.13;-9;-9
1220201411;11801;73223;134;-9;0.09;-9;-9
1220201409;11801;73058;148.6;-9;0.05;-9;-9
1220201407;11801;72910;175.7;-9;0.02;-9;-9
1230200224;21401;42149;4.3;0.03;-9;-9;-9
1230200319;21501;31618;4.2;0;0.11;-9;-9
1230200318;21501;31510;13.9;0;-9;-9;-9
1230200316;21501;31356;25;0;0.11;-9;-9
1230200315;21501;31300;33.8;0;-9;-9;-9
1230200314;21501;31205;43.9;0.01;0.11;-9;-9
1230200313;21501;31110;59.5;0.01;-9;-9;-9
1230200312;21501;31005;73.8;0.01;0.15;-9;-9
1230200310;21501;30705;99.1;0.08;0.19;-9;-9
1230200308;21501;30440;123.2;0.9;0.08;-9;-9
1230200307;21501;30310;151.3;1.76;0.03;-9;-9
1230200305;21501;30040;173.8;2.25;0.02;-9;-9
1230200304;21501;25905;198.4;4.01;-9;-9;-9
1230200724;21501;180935;4.1;0;-9;-9;-9
1230200723;21501;180752;48;0;-9;-9;-9
1230200722;21501;180634;88;0;-9;-9;-9
1230200721;21501;180537;99.3;0;-9;-9;-9
1230200720;21501;180359;151.6;1.36;-9;-9;-9
1230200719;21501;180205;231.2;4.43;-9;-9;-9
1230200718;21501;180021;294;9.34;-9;-9;-9
1230200717;21501;175928;298.7;9.78;-9;-9;-9
1230200821;21501;215610;4.2;-9;0.11;-9;-9
1230200819;21501;215431;24.6;-9;0.12;-9;-9
1230200817;21501;215213;45.6;-9;0.11;-9;-9
1230200816;21501;215047;60.6;-9;0.11;-9;-9
1230200814;21501;214914;73.4;-9;0.11;-9;-9
1230200813;21501;214752;84.8;-9;0.12;-9;-9
1230200811;21501;214545;99.2;-9;0.19;-9;-9
1230200810;21501;214405;115.8;-9;0.21;-9;-9
1230200808;21501;214224;119.9;-9;0.2;-9;-9
1230200807;21501;214047;135.7;-9;0.08;-9;-9
1230200805;21501;213905;152.6;-9;0.04;-9;-9
1230200803;21501;213721;174.8;-9;0.02;-9;-9
1240200121;32101;13848;4.1;0.05;-9;-9;-9
1240200120;32101;13741;11.9;0.07;-9;-9;-9
1240200118;32101;13603;20.2;0.08;-9;-9;-9
1240200117;32101;13452;33.8;0.09;-9;-9;-9
1240200116;32101;13343;44.2;0.08;-9;-9;-9
1240200115;32101;13226;58.9;0.07;-9;-9;-9
1240200114;32101;13101;73.4;0.09;-9;-9;-9
1240200112;32101;12748;98.6;0.06;-9;-9;-9
1240200110;32101;12520;124.6;0.21;-9;-9;-9
1240200109;32101;12354;148.5;1.86;-9;-9;-9
1240200107;32101;12155;164.2;2.49;-9;-9;-9
1240200105;32101;11925;174;2.09;-9;-9;-9
1240200323;32101;100018;73.3;0.04;-9;-9;-9
1240200322;32101;95856;98.6;0.03;-9;-9;-9
1240200320;32101;95612;147.6;1.28;-9;-9;-9
1240200319;32101;95434;198.6;2.06;-9;-9;-9
1240200318;32101;95316;223.6;2.99;-9;-9;-9
1240200317;32101;95156;249.4;4.77;-9;-9;-9
1240200316;32101;95016;298;9.46;-9;-9;-9
1240200821;32201;5503;3.9;-9;0.03;-9;-9
1240200820;32201;5454;4;-9;0.07;-9;-9
1240200819;32201;5447;3.9;-9;0.08;3.887;-9
1240200818;32201;5329;23.8;-9;0.12;-9;-9
1240200817;32201;5319;23.8;-9;0.07;-9;-9
1240200816;32201;5310;23.8;-9;0.1;3.293;-9
1240200815;32201;5129;44;-9;0.1;-9;-9
1240200814;32201;5119;44;-9;0.1;-9;-9
1240200813;32201;5109;44;-9;0.1;4.717;-9
1240200812;32201;4919;75.8;-9;0.12;-9;-9
1240200811;32201;4909;75.7;-9;0.13;-9;-9
1240200810;32201;4859;75.4;-9;0.13;3.165;-9
1240200809;32201;4734;98.9;-9;0.1;-9;-9
1240200808;32201;4724;98.6;-9;0.11;-9;-9
1240200807;32201;4715;98.9;-9;0.1;0.9;-9
1240200806;32201;4609;123.8;-9;0.15;-9;-9
1240200805;32201;4559;123.6;-9;0.16;-9;-9
1240200804;32201;4549;123.7;-9;0.16;0.497;-9
1240200803;32201;4434;148.4;-9;0.2;-9;-9
1240200802;32201;4319;173.7;-9;0.03;-9;-9
1240201420;32201;190138;4.7;-9;0.07;-9;-9
1240201418;32201;190015;24.6;-9;0.07;-9;-9
1240201416;32201;185910;43.9;-9;0.09;-9;-9
1240201415;32201;185809;59.5;-9;0.12;-9;-9
1240201414;32201;185713;73.9;-9;0.13;-9;-9
1240201413;32201;185556;83.7;-9;0.11;-9;-9
1240201412;32201;185459;99.4;-9;0.14;-9;-9
1240201411;32201;185409;114.4;-9;0.15;-9;-9
1240201409;32201;185258;123.5;-9;0.18;-9;-9
1240201408;32201;185213;133.8;-9;0.25;-9;-9
1240201405;32201;185039;149;-9;0.16;-9;-9
1240201403;32201;184913;174.5;-9;0.08;-9;-9
1240201622;32301;42620;98.8;0.09;-9;-9;-9
1240201621;32301;42425;123.9;0.03;-9;-9;-9
1240201620;32301;42306;134.1;0.03;-9;-9;-9
1240201619;32301;42136;149.4;0.27;-9;-9;-9
1240201617;32301;41842;183.4;1.93;-9;-9;-9
1240201616;32301;41657;214;2.85;-9;-9;-9
1240201615;32301;41506;246.5;4.69;-9;-9;-9
1250200124;41701;154536;3.7;0.34;-9;-9;-9
1250200224;41701;190558;3.7;0.26;-9;-9;-9
1250200223;41701;190416;44.3;0.13;-9;-9;-9
1250200222;41701;190240;78.4;0.11;-9;-9;-9
1250200221;41701;190056;128.1;0.09;-9;-9;-9
1250200220;41701;185929;163.2;0.34;-9;-9;-9
1250200219;41701;185740;214;1.98;-9;-9;-9
1250200217;41701;185429;298.7;7.07;-9;-9;-9
1250200618;41801;65724;13.6;0.37;-9;-9;-9
1250200617;41801;65630;23.1;0.25;-9;-9;-9
1250200615;41801;65520;33.8;0.47;-9;-9;-9
1250200614;41801;65425;43.9;0.48;-9;-9;-9
1250200613;41801;65325;59.3;0.49;-9;-9;-9
1250200611;41801;65125;83.8;0.02;-9;-9;-9
1250200609;41801;64910;114;-0.05;-9;-9;-9
1250200607;41801;64550;148.2;-0.02;-9;-9;-9
1250200606;41801;64445;163.4;0.17;-9;-9;-9
1250200604;41801;64235;199.5;0.95;-9;-9;-9
1250200822;41801;124943;3.9;-9;0.08;-9;-9
1250200821;41801;124933;3.9;-9;0.08;-9;-9
1250200820;41801;124923;3.9;-9;0.08;7.16;-9
1250200819;41801;124758;23.7;-9;0.08;-9;-9
1250200818;41801;124749;23.6;-9;0.07;-9;-9
1250200817;41801;124738;23.6;-9;0.08;7.45;-9
1250200816;41801;124634;43.3;-9;0.08;-9;-9
1250200815;41801;124623;43.3;-9;0.09;-9;-9
1250200814;41801;124613;43.3;-9;0.08;6.693;-9
1250200813;41801;124453;74;-9;0.12;-9;-9
1250200812;41801;124444;73.9;-9;0.11;-9;-9
1250200811;41801;124433;73.8;-9;0.12;4.783;-9
1250200810;41801;124314;99.3;-9;0.18;-9;-9
1250200809;41801;124304;98.9;-9;0.17;-9;-9
1250200808;41801;124254;98.7;-9;0.18;3.223;-9
1250200807;41801;124139;123.1;-9;0.21;-9;-9
1250200806;41801;124128;123.4;-9;0.21;-9;-9
1250200805;41801;124118;123.4;-9;0.21;1.7;-9
1250200804;41801;124003;148.7;-9;0.12;-9;-9
1250200803;41801;123843;173;-9;0.06;-9;-9
1250201420;41901;65721;3.5;-9;0.07;-9;-9
1250201418;41901;65551;23.7;-9;0.07;-9;-9
1250201416;41901;65436;44.1;-9;0.07;-9;-9
1250201415;41901;65336;58.2;-9;0.11;-9;-9
1250201412;41901;65051;82.8;-9;0.11;-9;-9
1250201410;41901;64930;98.3;-9;0.09;-9;-9
1250201409;41901;64821;113.8;-9;0.22;-9;-9
1250201408;41901;64726;122.4;-9;0.23;-9;-9
1250201407;41901;64636;133.2;-9;0.2;-9;-9
1250201405;41901;64446;148.2;-9;0.12;-9;-9
1250201403;41901;64301;173.8;-9;0.05;-9;-9
1260200124;51601;152308;4.8;0.4;-9;-9;-9
1260200223;51601;190256;8.9;0.34;-9;-9;-9
1260200222;51601;190206;19.5;0.22;-9;-9;-9
1260200221;51601;190046;59.1;0.21;-9;-9;-9
1260200220;51601;185916;104.4;0.21;-9;-9;-9
1260200219;51601;185812;124.2;0.22;-9;-9;-9
1260200218;51601;185651;169.6;2.83;-9;-9;-9
1260200217;51601;185515;216.4;4.93;-9;-9;-9
1260200216;51601;185315;288.9;11.4;-9;-9;-9
1260200215;51601;185216;298.8;11.91;-9;-9;-9
1260200618;51701;65602;4.8;0.07;-9;-9;-9
1260200617;51701;65450;14.7;0.11;-9;-9;-9
1260200615;51701;65327;24.9;0.1;-9;-9;-9
1260200614;51701;65224;34.2;0.08;-9;-9;-9
1260200613;51701;65113;44.6;0.11;-9;-9;-9
1260200612;51701;64956;60;0.34;-9;-9;-9
1260200611;51701;64810;75;0.09;-9;-9;-9
1260200609;51701;64542;99.3;0.05;-9;-9;-9
1260200607;51701;64310;124.4;0.67;-9;-9;-9
1260200606;51701;64144;149.8;1.72;-9;-9;-9
1260200604;51701;63905;175.2;2.73;-9;-9;-9
1260200603;51701;63737;200.6;3.49;-9;-9;-9
1260200922;51701;125405;4.9;-9;0.07;-9;-9
1260200921;51701;125345;4.9;-9;0.07;-9;-9
1260200920;51701;125327;4.8;-9;0.09;8.073;-9
1260200919;51701;125154;24.6;-9;0.08;-9;-9
1260200918;51701;125139;24.7;-9;0.07;-9;-9
1260200917;51701;125126;24.7;-9;0.06;7.687;-9
1260200916;51701;125008;44.6;-9;0.06;-9;-9
1260200915;51701;124940;44.7;-9;0.06;-9;-9
1260200914;51701;124924;44.8;-9;0.06;5.56;-9
1260200913;51701;124759;74.5;-9;0.08;-9;-9
1260200912;51701;124746;74.4;-9;0.07;-9;-9
1260200911;51701;124732;74.5;-9;0.08;2.37;-9
1260200910;51701;124603;98.9;-9;0.12;-9;-9
1260200909;51701;124549;98.9;-9;0.12;-9;-9
1260200908;51701;124535;98.8;-9;0.12;1.99;-9
1260200907;51701;124413;124.1;-9;0.21;-9;-9
1260200906;51701;124358;124.1;-9;0.2;-9;-9
1260200905;51701;124344;124.1;-9;0.21;1.19;-9
1260200904;51701;124227;150.3;-9;0.11;-9;-9
1260200903;51701;123936;176.9;-9;0.05;-9;-9
1260201521;51801;65405;5.3;-9;0.07;-9;-9
1260201519;51801;65236;24.9;-9;0.07;-9;-9
1260201517;51801;65104;44.8;-9;0.05;-9;-9
1260201516;51801;64949;59.4;-9;0.04;-9;-9
1260201514;51801;64819;74.7;-9;0.08;-9;-9
1260201513;51801;64715;84.3;-9;0.11;-9;-9
1260201511;51801;64548;99.1;-9;0.13;-9;-9
1260201510;51801;64425;115.1;-9;0.23;-9;-9
1260201508;51801;64301;124.2;-9;0.22;-9;-9
1260201507;51801;64154;134.7;-9;0.15;-9;-9
1260201505;51801;64027;149.5;-9;0.09;-9;-9
1260201503;51801;63840;174.5;-9;0.04;-9;-9
1270200124;61301;163906;4;0.04;-9;-9;-9
1270200224;61301;201621;3.6;0.03;-9;-9;-9
1270200223;61301;201436;49;0.06;-9;-9;-9
1270200222;61301;201238;103.5;0.13;-9;-9;-9
1270200221;61301;201101;138.5;0.49;-9;-9;-9
1270200220;61301;200921;178.8;0.98;-9;-9;-9
1270200219;61301;200726;219.4;3.52;-9;-9;-9
1270200218;61301;200557;253.1;4.41;-9;-9;-9
1270200822;61401;125624;4;-9;0.06;-9;-9
1270200821;61401;125609;4;-9;0.06;-9;-9
1270200820;61401;125549;3.9;-9;0.06;6.12;-9
1270200819;61401;125418;23.6;-9;0.06;-9;-9
1270200818;61401;125407;23.5;-9;0.06;-9;-9
1270200817;61401;125358;23.5;-9;0.06;6.083;-9
1270200816;61401;125218;44.1;-9;0.08;-9;-9
1270200815;61401;125207;44.1;-9;0.08;-9;-9
1270200814;61401;125157;44.1;-9;0.08;5.757;-9
1270200813;61401;125029;73.4;-9;0.16;-9;-9
1270200812;61401;125014;73.4;-9;0.15;-9;-9
1270200811;61401;125000;73.4;-9;0.15;4.573;-9
1270200810;61401;124839;98.8;-9;0.19;-9;-9
1270200809;61401;124827;99.3;-9;0.19;-9;-9
1270200808;61401;124816;99.4;-9;0.18;2.453;-9
1270200807;61401;124650;123.3;-9;0.19;-9;-9
1270200806;61401;124631;122.6;-9;0.19;-9;-9
1270200805;61401;124607;122.7;-9;0.19;1.637;-9
1270200804;61401;124447;148.7;-9;0.1;-9;-9
1270200803;61401;124320;173.7;-9;0.05;-9;-9
1270201421;61501;65303;4.1;-9;0.06;-9;-9
1270201419;61501;65133;24.2;-9;0.06;-9;-9
1270201417;61501;65006;44.2;-9;0.07;-9;-9
1270201416;61501;64857;59;-9;0.09;-9;-9
1270201414;61501;64730;74.2;-9;0.09;-9;-9
1270201413;61501;64631;83.6;-9;0.14;-9;-9
1270201411;61501;64506;99;-9;0.18;-9;-9
1270201410;61501;64400;113.5;-9;0.2;-9;-9
1270201408;61501;64244;123.8;-9;0.19;-9;-9
1270201407;61501;64140;133.8;-9;0.14;-9;-9
1270201405;61501;63910;149.2;-9;0.11;-9;-9
1270201403;61501;63735;173.6;-9;0.05;-9;-9
1280200722;71101;124745;4.3;-9;0.05;-9;-9
1280200721;71101;124728;4.3;-9;0.05;-9;-9
1280200720;71101;124716;4.3;-9;0.05;6.883;-9
1280200719;71101;124554;23.7;-9;0.07;-9;-9
1280200718;71101;124538;23.7;-9;0.06;-9;-9
1280200717;71101;124525;23.7;-9;0.05;8.987;-9
1280200716;71101;124411;44.8;-9;0.1;-9;-9
1280200715;71101;124401;44.9;-9;0.11;-9;-9
1280200714;71101;124352;44.7;-9;0.09;5.17;-9
1280200713;71101;124242;73.8;-9;0.19;-9;-9
1280200712;71101;124232;73.8;-9;0.18;-9;-9
1280200711;71101;124223;73.9;-9;0.18;5.5;-9
1280200710;71101;124102;100.6;-9;0.22;-9;-9
1280200709;71101;124051;100.3;-9;0.22;-9;-9
1280200708;71101;124042;100.2;-9;0.21;2.29;-9
1280200707;71101;123936;124.2;-9;0.11;-9;-9
1280200706;71101;123927;124;-9;0.12;-9;-9
1280200705;71101;123916;123.7;-9;0.13;0.75;-9
1280200704;71101;123811;148.7;-9;0.06;-9;-9
1280200703;71101;123701;175.1;-9;0.02;-9;-9
1280201221;71201;65111;4.2;-9;0.05;-9;-9
1280201219;71201;64925;24.2;-9;0.05;-9;-9
1280201217;71201;64806;43.7;-9;0.08;-9;-9
1280201216;71201;64705;59.5;-9;0.11;-9;-9
1280201214;71201;64531;73.7;-9;0.15;-9;-9
1280201213;71201;64415;84.4;-9;0.17;-9;-9
1280201211;71201;64301;99;-9;0.19;-9;-9
1280201210;71201;64200;114;-9;0.22;-9;-9
1280201208;71201;64050;124.7;-9;0.23;-9;-9
1280201207;71201;64000;134.2;-9;0.22;-9;-9
1280201205;71201;63845;149.6;-9;0.17;-9;-9
1280201203;71201;63720;174.5;-9;0.07;-9;-9
1280201324;71201;122559;4.1;0.08;-9;-9;-9
1280201424;71201;183530;3.9;0.04;-9;-9;-9
1280201423;71201;183358;34.3;0.04;-9;-9;-9
1280201422;71201;183233;58.6;0.04;-9;-9;-9
1280201421;71201;183053;95.1;0.03;-9;-9;-9
1280201420;71201;182926;124.2;0.11;-9;-9;-9
1280201419;71201;182721;178.4;1.51;-9;-9;-9
1280201418;71201;182548;207.9;2.54;-9;-9;-9
1280201417;71201;182413;245;4;-9;-9;-9
1290200721;80801;64907;4.8;-9;0.06;-9;-9
1290200719;80801;64744;24.8;-9;0.08;-9;-9
1290200717;80801;64621;44.5;-9;0.1;-9;-9
1290200716;80801;64500;59.1;-9;0.11;-9;-9
1290200714;80801;64341;74.9;-9;0.14;-9;-9
1290200713;80801;64237;84.9;-9;0.18;-9;-9
1290200711;80801;64121;100;-9;0.22;-9;-9
1290200710;80801;64006;114.3;-9;0.25;-9;-9
1290200708;80801;63845;124.3;-9;0.24;-9;-9
1290200707;80801;63734;134.3;-9;0.18;-9;-9
1290200705;80801;63606;150.1;-9;0.11;-9;-9
1290200703;80801;63431;174.3;-9;0.05;-9;-9
1290200922;80801;125038;4.8;-9;0.07;-9;-9
1290200921;80801;125027;4.7;-9;0.06;-9;-9
1290200920;80801;125015;4.7;-9;0.07;6.123;-9
1290200919;80801;124859;24.9;-9;0.07;-9;-9
1290200918;80801;124845;24.9;-9;0.06;-9;-9
1290200917;80801;124833;24.9;-9;-9;6.107;-9
1290200916;80801;124644;44.7;-9;0.07;-9;-9
1290200915;80801;124637;44.7;-9;0.07;-9;-9
1290200914;80801;124624;44.8;-9;0.07;5.45;-9
1290200913;80801;124459;76.2;-9;0.16;-9;-9
1290200912;80801;124449;76;-9;0.16;-9;-9
1290200911;80801;124440;75.6;-9;0.15;3.383;-9
1290200910;80801;124329;98.8;-9;0.24;-9;-9
1290200909;80801;124320;99.1;-9;0.23;-9;-9
1290200908;80801;124310;99.1;-9;0.23;2.39;-9
1290200907;80801;124154;124.9;-9;0.08;-9;-9
1290200906;80801;124145;124.9;-9;0.09;-9;-9
1290200905;80801;124135;124.9;-9;0.08;0.39;-9
1290200904;80801;124020;149;-9;0.03;-9;-9
1290200903;80801;123854;176.4;-9;0.01;-9;-9
1290201524;80901;65959;5.2;0.02;-9;-9;-9
1290201523;80901;65841;29.5;0.04;-9;-9;-9
1290201522;80901;65714;60.8;0.04;-9;-9;-9
1290201521;80901;65608;74.5;0.04;-9;-9;-9
1290201520;80901;65508;82.6;0.05;-9;-9;-9
1290201519;80901;65339;118;0.08;-9;-9;-9
1290201518;80901;65154;159.5;1.17;-9;-9;-9
1290201517;80901;65019;198.6;2.19;-9;-9;-9
1290201516;80901;64819;261.8;6.79;-9;-9;-9
1290201624;80901;122257;5;0.04;-9;-9;-9
1300200124;100101;160824;5.1;0.03;-9;-9;-9
1300200224;100101;190757;5.4;0.03;-9;-9;-9
1300200223;100101;190623;53.7;0.03;-9;-9;-9
1300200222;100101;190518;72.3;0.04;-9;-9;-9
1300200221;100101;190402;98.9;0.11;-9;-9;-9
1300200220;100101;190258;125.3;0.15;-9;-9;-9
1300200219;100101;190133;167.4;1.27;-9;-9;-9
1300200218;100101;185952;227.6;4.87;-9;-9;-9
1300200217;100101;185752;265.3;7.68;-9;-9;-9
1300200216;100101;185642;299;10.62;-9;-9;-9
1300200822;100201;125533;4.9;-9;0.08;-9;-9
1300200821;100201;125523;4.8;-9;0.08;-9;-9
1300200820;100201;125513;4.9;-9;0.07;8.48;-9
1300200819;100201;125408;25.7;-9;0.08;-9;-9
1300200818;100201;125358;25.8;-9;0.08;-9;-9
1300200817;100201;125348;25.8;-9;0.08;9.517;-9
1300200816;100201;125238;45.3;-9;0.08;-9;-9
1300200815;100201;125228;45.2;-9;0.11;-9;-9
